Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
22/03/2023,2023,Mercedes CLA Coupe,94936,1,Asia,China,Dealership
,,,,,,,
23/03/2023,2023,Mercedes GLC Coupe,39868,5,Africa,South Africa,Online
23/03/2023,2023,Mercedes GLA,110220,4,South America,Argentina,Dealership
23/03/2023,2023,Mercedes EDQ Sedan,119579,5,South America,Brazil,Dealership
24/03/2023,2023,Mercedes EQE SUV,64828,1,Africa,Egypt,Wholesale
24/03/2023,2023,Mercedes GLC Coupe,97762,4,Africa,Nigeria,Wholesale
24/03/2023,2023,Mercedes CLA Coupe,42017,3,South America,Argentina,Online
,,,,,,,
24/03/2023,2023,Mercedes GLC,64533,1,North America,Canada,Dealership
24/03/2023,2023,Mercedes EQE SUV,46333,3,Africa,Egypt,Dealership
25/03/2023,2023,Mercedes GLE Coupe,114935,3,Africa,Egypt,Online
25/03/2023,2023, Mercedes EQB,111096,4,North America,Canada,Wholesale
25/03/2023,2023,Mercedes E-Class,61230,5,Europe,Italy,Wholesale
26/03/2023,2023,Mercedes EDQ Sedan,65949,5,Asia,Japan,Wholesale
26/03/2023,2023, Mercedes GLB,104613,2,North America,United States,Online
26/03/2023,2023,Mercedes S-Class,84833,1,Asia,India,Wholesale
26/03/2023,2023,Mercedes AMG E63 S,119782,1,Asia,Japan,Dealership
26/03/2023,2023, Mercedes EQB,65674,4,Asia,India,Dealership
27/03/2023,2023,Mercedes GLC Coupe,82599,4,South America,Colombia,Online
27/03/2023,2023,Mercedes AMG GT 4-Door Coupe,102941,2,Asia,South Korea,Wholesale
28/03/2023,2023,Mercedes AMG SL 63,119694,2,Africa,South Africa,Dealership
29/03/2023,2023,Mercedes GLE Coupe,59415,3,Asia,South Korea,Online
29/03/2023,2023, Mercedes GLB,38348,2,North America,Mexico,Online
30/03/2023,2023,Mercedes E-Class,105888,5,Africa,Kenya,Wholesale
30/03/2023,2023,Mercedes AMG C63 S,88335,3,South America,Argentina,Online
30/03/2023,2023,Mercedes GLE Coupe,63379,2,South America,Argentina,Wholesale
30/03/2023,2023,Mercedes GLA,64422,5,Europe,Germany,Wholesale
31/03/2023,2023,Mercedes EDQ Sedan,49088,5,North America,Mexico,Online
31/03/2023,2023,Mercedes A-Class Sedan,117843,3,Europe,France,Online
,,,,,,,
31/03/2023,2023,Mercedes AMG GT 4-Door Coupe,82191,3,Africa,Egypt,Dealership
31/03/2023,2023,Mercedes AMG GT 4-Door Coupe,58833,5,North America,United States,Dealership
31/03/2023,2023,Mercedes GLA,47428,4,Europe,Germany,Wholesale
31/03/2023,2023,Mercedes S-Class,68199,3,Asia,China,Wholesale
31/03/2023,2023,Mercedes AMG GT 4-Door Coupe,78960,1,Africa,Morocco,Online
1/4/2023,2023,Mercedes CLE Coupe,82616,4,South America,Argentina,Wholesale
,,,,,,,
1/4/2023,2023, Mercedes EQB,90572,1,Africa,Nigeria,Wholesale
1/4/2023,2023,Mercedes GLC,91645,2,North America,Canada,Dealership
2/4/2023,2023,Mercedes GLC,72980,3,Asia,Thailand,Dealership
2/4/2023,2023,Mercedes AMG GT 4-Door Coupe,64850,3,Asia,South Korea,Dealership
2/4/2023,2023, Mercedes AMG C63 Coupe,65751,5,Africa,Egypt,Dealership
2/4/2023,2023,Mercedes GLA,31267,3,South America,Chile,Online
3/4/2023,2023,Mercedes S-Class,77401,1,South America,Chile,Dealership
3/4/2023,2023,Mercedes GLA,107930,4,Africa,Nigeria,Dealership
3/4/2023,2023,Mercedes GLC,64889,2,Europe,Spain,Wholesale
4/4/2023,2023,Mercedes CLS Coupe,82062,4,Asia,China,Dealership
5/4/2023,2023,Mercedes C-Class Coupe,60475,1,Europe,Italy,Wholesale
,,,,,,,
5/4/2023,2023,Mercedes A-Class Sedan,69767,2,Asia,Thailand,Wholesale
,,,,,,,
5/4/2023,2023,Mercedes-Benz Kamloops,93056,5,Africa,Kenya,Dealership
6/4/2023,2023,Mercedes-Benz Kamloops,44003,3,Africa,Egypt,Wholesale
6/4/2023,2023,Mercedes E-Class,58787,3,Europe,Italy,Online
6/4/2023,2023,Mercedes GLS,72154,5,Africa,Morocco,Wholesale
6/4/2023,2023,Mercedes AMG C63 S,109199,1,Asia,India,Wholesale
6/4/2023,2023,Mercedes AMG E63 S,105923,5,Asia,Thailand,Online
6/4/2023,2023,Mercedes GLC,61716,1,North America,United States,Wholesale
6/4/2023,2023,Mercedes EDQ Sedan,95152,2,North America,Mexico,Online
6/4/2023,2023,Mercedes E-Class,39849,4,Asia,Thailand,Dealership
7/4/2023,2023, Mercedes GLB,110350,4,North America,Mexico,Wholesale
7/4/2023,2023,Mercedes CLA Coupe,63545,5,North America,United States,Online
,,,,,,,
7/4/2023,2023,Mercedes AMG GT 4-Door Coupe,54774,3,South America,Brazil,Wholesale
8/4/2023,2023,Mercedes CLS Coupe,86558,5,South America,Peru,Wholesale
9/4/2023,2023,Mercedes GLC,62161,3,Africa,Egypt,Dealership
9/4/2023,2023,Mercedes CLS Coupe,117951,5,Asia,Japan,Online
10/4/2023,2023,Mercedes AMG GT 4-Door Coupe,95138,5,Europe,United Kingdom,Online
10/4/2023,2023,Mercedes AMG SL 63,104548,4,South America,Chile,Wholesale
10/4/2023,2023,Mercedes A-Class Sedan,112158,3,Europe,Germany,Dealership
,,,,,,,
10/4/2023,2023,Mercedes AMG CLA 45,36716,4,North America,Mexico,Wholesale
10/4/2023,2023,Mercedes GLC,72706,3,Europe,United Kingdom,Dealership
11/4/2023,2023,Mercedes GLC Coupe,49703,2,Asia,China,Wholesale
11/4/2023,2023,Mercedes GLC Coupe,104305,2,Africa,Morocco,Dealership
11/4/2023,2023,Mercedes AMG C63 S,36228,2,Europe,Spain,Dealership
11/4/2023,2023,Mercedes GLC Coupe,47798,1,Africa,Egypt,Dealership
12/4/2023,2023,Mercedes EQE SUV,70494,4,North America,Canada,Dealership
12/4/2023,2023,Mercedes AMG SL 63,30818,4,Africa,Nigeria,Online
13/04/2023,2023,Mercedes AMG C63 S,33590,2,South America,Peru,Online
13/04/2023,2023, Mercedes EQB,46205,5,North America,United States,Online
14/04/2023,2023,Mercedes GLA,83105,4,Africa,Morocco,Wholesale
14/04/2023,2023,Mercedes AMG E63 S,45569,3,South America,Chile,Wholesale
15/04/2023,2023,Mercedes AMG GT 4-Door Coupe,118619,4,Africa,Kenya,Wholesale
15/04/2023,2023,Mercedes EQA,113750,4,Europe,France,Dealership
15/04/2023,2023,Mercedes CLE Coupe,89051,3,Africa,Kenya,Wholesale
,,,,,,,
15/04/2023,2023,Mercedes GLE,34019,2,South America,Chile,Online
15/04/2023,2023,Mercedes GLE,110824,2,Asia,South Korea,Dealership
16/04/2023,2023,Mercedes EQE SUV,109152,3,Europe,France,Dealership
16/04/2023,2023,Mercedes EQA,75487,4,Africa,Egypt,Dealership
17/04/2023,2023,Mercedes A-Class Sedan,58875,4,North America,United States,Dealership
,,,,,,,
17/04/2023,2023,Mercedes CLS Coupe,51459,2,North America,Canada,Wholesale
17/04/2023,2023,Mercedes CLS Coupe,46010,1,Africa,South Africa,Dealership
18/04/2023,2023, Mercedes EQB,37739,2,South America,Chile,Dealership
18/04/2023,2023,Mercedes GLC,56209,3,Europe,Germany,Dealership
19/04/2023,2023,Mercedes GLE Coupe,51545,1,North America,Canada,Wholesale
20/04/2023,2023,Mercedes GLE Coupe,95057,1,South America,Colombia,Wholesale
20/04/2023,2023,Mercedes GLA,108346,3,Europe,United Kingdom,Wholesale
20/04/2023,2023,Mercedes S-Class,100529,5,Asia,South Korea,Online
20/04/2023,2023,Mercedes GLE Coupe,95526,2,North America,Mexico,Wholesale
20/04/2023,2023,Mercedes GLC Coupe,68639,4,Asia,Japan,Online
21/04/2023,2023,Mercedes EQE SUV,110987,2,South America,Peru,Wholesale
21/04/2023,2023,Mercedes CLE Coupe,87824,3,North America,Canada,Wholesale
,,,,,,,
21/04/2023,2023,Mercedes AMG CLA 45,57675,4,Africa,Egypt,Online
21/04/2023,2023,Mercedes C-Class Coupe,108754,5,North America,Canada,Wholesale
,,,,,,,
21/04/2023,2023,Mercedes C-Class Coupe,52625,3,Africa,Egypt,Online
,,,,,,,
22/04/2023,2023,Mercedes GLE Coupe,109244,2,North America,United States,Online
23/04/2023,2023,Mercedes CLA Coupe,92167,1,North America,Mexico,Online
,,,,,,,
24/04/2023,2023, Mercedes AMG C63 Coupe,69935,3,South America,Argentina,Online
26/04/2023,2023,Mercedes A-Class Sedan,79322,3,Africa,Morocco,Wholesale
,,,,,,,
26/04/2023,2023,Mercedes GLA,88132,2,Asia,India,Online
26/04/2023,2023,Mercedes-Benz Kamloops,73915,5,North America,United States,Dealership
26/04/2023,2023,Mercedes AMG GT 4-Door Coupe,92761,2,Europe,United Kingdom,Online
27/04/2023,2023, Mercedes EQB,106593,2,South America,Brazil,Wholesale
27/04/2023,2023,Mercedes CLE Coupe,90532,5,Asia,Japan,Wholesale
,,,,,,,
29/04/2023,2023,Mercedes AMG SL 63,79803,5,Asia,India,Dealership
30/04/2023,2023,Mercedes GLS,87142,3,North America,Mexico,Wholesale
30/04/2023,2023,Mercedes GLC,87477,1,Europe,Spain,Online
1/5/2023,2023,Mercedes CLA Coupe,53089,2,North America,United States,Online
,,,,,,,
1/5/2023,2023,Mercedes EQA,86395,1,South America,Peru,Dealership
1/5/2023,2023,Mercedes C-Class Coupe,46236,5,South America,Argentina,Online
,,,,,,,
2/5/2023,2023,Mercedes AMG SL 63,80699,5,Africa,Kenya,Wholesale
2/5/2023,2023,Mercedes CLE Coupe,45362,2,Europe,France,Wholesale
,,,,,,,
3/5/2023,2023,Mercedes AMG SL 63,46531,3,Asia,South Korea,Dealership
4/5/2023,2023,Mercedes GLE Coupe,110169,2,Asia,South Korea,Dealership
5/5/2023,2023,Mercedes GLE Coupe,109852,3,Africa,Morocco,Dealership
5/5/2023,2023,Mercedes E-Class,45369,4,South America,Brazil,Dealership
6/5/2023,2023,Mercedes AMG GT 4-Door Coupe,31767,3,North America,Mexico,Online
6/5/2023,2023,Mercedes-Benz Kamloops,111776,2,Europe,United Kingdom,Dealership
6/5/2023,2023,Mercedes AMG CLA 45,95196,2,Africa,Morocco,Wholesale
6/5/2023,2023,Mercedes GLC Coupe,39973,3,Asia,India,Online
7/5/2023,2023,Mercedes EDQ Sedan,64968,1,North America,Mexico,Wholesale
8/5/2023,2023,Mercedes CLS Coupe,64047,3,Africa,Kenya,Wholesale
8/5/2023,2023,Mercedes AMG E63 S,99222,4,Asia,Japan,Dealership
8/5/2023,2023,Mercedes AMG GT 4-Door Coupe,73552,4,South America,Peru,Online
8/5/2023,2023,Mercedes AMG SL 63,78797,1,Europe,United Kingdom,Dealership
9/5/2023,2023, Mercedes AMG C63 Coupe,57955,4,Europe,France,Online
9/5/2023,2023,Mercedes GLC Coupe,117359,2,South America,Colombia,Wholesale
9/5/2023,2023,Mercedes-Benz Kamloops,39495,1,Asia,Thailand,Wholesale
11/5/2023,2023, Mercedes GLB,72836,1,North America,United States,Dealership
11/5/2023,2023,Mercedes S-Class,65455,1,South America,Chile,Wholesale
11/5/2023,2023,Mercedes AMG E63 S,48898,3,South America,Colombia,Wholesale
11/5/2023,2023,Mercedes GLE Coupe,101571,3,Africa,Egypt,Dealership
11/5/2023,2023,Mercedes GLA,112731,1,Europe,Spain,Dealership
11/5/2023,2023,Mercedes EQE SUV,31132,4,Europe,Italy,Online
13/05/2023,2023, Mercedes GLB,114285,2,Asia,South Korea,Wholesale
13/05/2023,2023,Mercedes AMG CLA 45,77941,2,Africa,Kenya,Online
13/05/2023,2023, Mercedes EQB,94813,3,South America,Peru,Online
13/05/2023,2023,Mercedes GLE,95326,5,North America,United States,Online
14/05/2023,2023,Mercedes GLA,108243,1,Asia,China,Online
14/05/2023,2023,Mercedes GLA,69288,5,Asia,Thailand,Dealership
15/05/2023,2023,Mercedes C-Class Coupe,93535,2,Asia,India,Dealership
,,,,,,,
15/05/2023,2023,Mercedes E-Class,78100,3,Africa,Egypt,Dealership
16/05/2023,2023,Mercedes CLS Coupe,102934,3,Europe,Germany,Dealership
16/05/2023,2023,Mercedes GLE Coupe,107702,3,Asia,South Korea,Wholesale
16/05/2023,2023,Mercedes GLE,57005,3,South America,Peru,Dealership
16/05/2023,2023,Mercedes AMG CLA 45,50760,3,Africa,Nigeria,Wholesale
17/05/2023,2023,Mercedes CLE Coupe,52236,1,Europe,Italy,Online
,,,,,,,
17/05/2023,2023,Mercedes GLE Coupe,33280,5,North America,Canada,Wholesale
17/05/2023,2023,Mercedes EQA,90282,2,South America,Peru,Wholesale
18/05/2023,2023,Mercedes GLS,91971,2,South America,Chile,Dealership
18/05/2023,2023,Mercedes CLE Coupe,53107,3,Asia,Thailand,Online
,,,,,,,
19/05/2023,2023,Mercedes EDQ Sedan,83606,3,North America,United States,Wholesale
19/05/2023,2023,Mercedes GLA,89790,3,Africa,Nigeria,Wholesale
19/05/2023,2023,Mercedes AMG C63 S,38255,4,Europe,United Kingdom,Dealership
20/05/2023,2023,Mercedes GLA,57431,2,South America,Argentina,Dealership
20/05/2023,2023,Mercedes GLC Coupe,42992,3,Africa,Kenya,Wholesale
20/05/2023,2023, Mercedes AMG C63 Coupe,37591,5,South America,Argentina,Wholesale
20/05/2023,2023,Mercedes AMG GT 4-Door Coupe,117467,4,Asia,South Korea,Dealership
20/05/2023,2023,Mercedes A-Class Sedan,98577,1,Asia,India,Dealership
,,,,,,,
20/05/2023,2023,Mercedes CLS Coupe,87357,4,North America,United States,Online
21/05/2023,2023,Mercedes EQE SUV,94948,4,Europe,Germany,Wholesale
21/05/2023,2023, Mercedes AMG C63 Coupe,77782,4,Asia,India,Dealership
21/05/2023,2023,Mercedes GLC Coupe,108348,5,Asia,China,Wholesale
21/05/2023,2023,Mercedes CLA Coupe,58557,2,Africa,Kenya,Online
,,,,,,,
22/05/2023,2023,Mercedes EDQ Sedan,52416,3,Asia,Thailand,Online
22/05/2023,2023,Mercedes GLS,93428,5,North America,United States,Dealership
22/05/2023,2023,Mercedes A-Class Sedan,114661,5,North America,Mexico,Wholesale
,,,,,,,
23/05/2023,2023,Mercedes EQA,41654,3,Africa,Kenya,Dealership
23/05/2023,2023,Mercedes EDQ Sedan,59018,4,South America,Brazil,Dealership
24/05/2023,2023,Mercedes A-Class Sedan,116708,1,South America,Argentina,Dealership
,,,,,,,
24/05/2023,2023,Mercedes S-Class,53426,4,Europe,United Kingdom,Online
24/05/2023,2023,Mercedes AMG SL 63,104583,4,South America,Argentina,Online
24/05/2023,2023,Mercedes AMG CLA 45,38689,2,South America,Colombia,Wholesale
25/05/2023,2023,Mercedes GLE Coupe,34808,4,Asia,Japan,Dealership
25/05/2023,2023,Mercedes A-Class Sedan,88236,1,Africa,Nigeria,Online
,,,,,,,
25/05/2023,2023, Mercedes GLB,102778,5,Europe,Spain,Dealership
26/05/2023,2023,Mercedes AMG GT 4-Door Coupe,80106,4,Europe,Germany,Online
26/05/2023,2023,Mercedes E-Class,94399,5,Asia,China,Online
27/05/2023,2023,Mercedes GLC Coupe,35778,2,South America,Argentina,Wholesale
27/05/2023,2023,Mercedes CLE Coupe,108886,1,Europe,Germany,Online
,,,,,,,
27/05/2023,2023,Mercedes AMG E63 S,78745,3,Asia,India,Online
27/05/2023,2023,Mercedes GLC,49465,3,South America,Argentina,Dealership
27/05/2023,2023,Mercedes GLA,109503,2,South America,Argentina,Dealership
28/05/2023,2023,Mercedes-Benz Kamloops,51307,1,North America,Canada,Online
28/05/2023,2023, Mercedes AMG C63 Coupe,39629,5,Europe,France,Dealership
28/05/2023,2023,Mercedes CLE Coupe,103450,2,Africa,Nigeria,Wholesale
,,,,,,,
30/05/2023,2023,Mercedes AMG E63 S,53696,4,North America,Canada,Wholesale
30/05/2023,2023,Mercedes AMG E63 S,31363,5,Asia,China,Dealership
31/05/2023,2023,Mercedes CLE Coupe,89417,4,South America,Argentina,Online
,,,,,,,
1/6/2023,2023,Mercedes CLS Coupe,102024,4,Asia,Japan,Online
1/6/2023,2023,Mercedes GLE,105824,5,Europe,United Kingdom,Wholesale
2/6/2023,2023, Mercedes GLB,109671,4,Europe,United Kingdom,Wholesale
2/6/2023,2023,Mercedes A-Class Sedan,69125,3,Asia,South Korea,Wholesale
,,,,,,,
3/6/2023,2023,Mercedes CLA Coupe,105073,5,South America,Chile,Wholesale
,,,,,,,
3/6/2023,2023,Mercedes GLC Coupe,83283,2,North America,Mexico,Online
4/6/2023,2023,Mercedes-Benz Kamloops,107551,3,North America,Canada,Wholesale
4/6/2023,2023, Mercedes AMG C63 Coupe,52887,2,Asia,South Korea,Online
5/6/2023,2023,Mercedes-Benz Kamloops,67820,1,South America,Brazil,Online
5/6/2023,2023, Mercedes AMG C63 Coupe,119446,2,Asia,Thailand,Dealership
6/6/2023,2023,Mercedes EQA,83441,5,North America,Canada,Dealership
6/6/2023,2023,Mercedes EQE SUV,105439,2,Europe,Germany,Wholesale
6/6/2023,2023,Mercedes AMG SL 63,96473,1,North America,Canada,Wholesale
6/6/2023,2023,Mercedes E-Class,41231,4,North America,United States,Wholesale
6/6/2023,2023,Mercedes EQA,51085,5,Europe,United Kingdom,Wholesale
6/6/2023,2023,Mercedes EQE SUV,91429,3,Africa,Nigeria,Online
7/6/2023,2023,Mercedes GLA,36982,3,Asia,Thailand,Dealership
8/6/2023,2023,Mercedes EQA,90874,2,South America,Colombia,Dealership
8/6/2023,2023,Mercedes EQA,67375,3,North America,Mexico,Online
8/6/2023,2023,Mercedes GLE Coupe,87254,1,Asia,Thailand,Online
10/6/2023,2023,Mercedes AMG E63 S,42228,3,South America,Peru,Online
10/6/2023,2023,Mercedes CLE Coupe,36586,2,Africa,Kenya,Wholesale
,,,,,,,
10/6/2023,2023,Mercedes A-Class Sedan,55178,3,Europe,United Kingdom,Dealership
,,,,,,,
10/6/2023,2023,Mercedes EDQ Sedan,110873,4,South America,Argentina,Online
11/6/2023,2023,Mercedes AMG GT 4-Door Coupe,111069,4,North America,Mexico,Dealership
11/6/2023,2023,Mercedes S-Class,110906,3,Africa,Egypt,Online
11/6/2023,2023,Mercedes AMG GT 4-Door Coupe,77042,5,North America,Mexico,Online
12/6/2023,2023,Mercedes C-Class Coupe,39795,3,North America,Mexico,Dealership
,,,,,,,
12/6/2023,2023, Mercedes AMG C63 Coupe,116924,4,Europe,France,Dealership
12/6/2023,2023,Mercedes CLE Coupe,117030,4,South America,Colombia,Wholesale
,,,,,,,
13/06/2023,2023,Mercedes C-Class Coupe,89783,1,South America,Peru,Online
,,,,,,,
13/06/2023,2023,Mercedes GLC Coupe,83639,2,North America,Canada,Online
14/06/2023,2023,Mercedes GLS,72331,1,Asia,Japan,Dealership
14/06/2023,2023,Mercedes CLS Coupe,112368,5,North America,Canada,Online
15/06/2023,2023,Mercedes CLE Coupe,110314,2,South America,Brazil,Dealership
,,,,,,,
15/06/2023,2023,Mercedes GLA,107665,3,Africa,Egypt,Wholesale
15/06/2023,2023,Mercedes C-Class Coupe,72255,3,Africa,Egypt,Wholesale
,,,,,,,
16/06/2023,2023,Mercedes A-Class Sedan,35213,5,Europe,France,Wholesale
,,,,,,,
16/06/2023,2023,Mercedes CLE Coupe,35474,4,South America,Brazil,Online
,,,,,,,
16/06/2023,2023,Mercedes CLE Coupe,103839,3,North America,United States,Dealership
,,,,,,,
16/06/2023,2023,Mercedes C-Class Coupe,34490,1,South America,Colombia,Online
,,,,,,,
16/06/2023,2023,Mercedes E-Class,47813,4,South America,Chile,Online
17/06/2023,2023,Mercedes AMG GT 4-Door Coupe,30721,3,North America,Canada,Dealership
17/06/2023,2023,Mercedes A-Class Sedan,102836,4,North America,Mexico,Dealership
,,,,,,,
17/06/2023,2023,Mercedes-Benz Kamloops,87428,2,Africa,Nigeria,Wholesale
17/06/2023,2023,Mercedes EDQ Sedan,61051,3,Africa,Egypt,Online
17/06/2023,2023,Mercedes GLC,83651,3,South America,Chile,Online
18/06/2023,2023,Mercedes GLE Coupe,35922,4,South America,Brazil,Dealership
18/06/2023,2023,Mercedes GLC,117638,2,Asia,Thailand,Wholesale
19/06/2023,2023,Mercedes AMG CLA 45,69355,1,Africa,South Africa,Online
19/06/2023,2023,Mercedes E-Class,81676,2,Asia,Japan,Wholesale
19/06/2023,2023,Mercedes EQA,94213,1,Europe,Italy,Online
20/06/2023,2023,Mercedes-Benz Kamloops,99551,5,North America,Mexico,Online
20/06/2023,2023,Mercedes CLE Coupe,39574,2,Europe,Italy,Wholesale
,,,,,,,
20/06/2023,2023, Mercedes GLB,50826,1,Africa,Egypt,Online
21/06/2023,2023,Mercedes EDQ Sedan,102053,4,North America,Canada,Dealership
21/06/2023,2023, Mercedes GLB,52474,1,Africa,Egypt,Dealership
21/06/2023,2023,Mercedes CLA Coupe,106629,5,Africa,Kenya,Online
,,,,,,,
22/06/2023,2023,Mercedes GLS,44870,1,Asia,China,Wholesale
22/06/2023,2023,Mercedes A-Class Sedan,112628,2,South America,Colombia,Online
,,,,,,,
23/06/2023,2023, Mercedes GLB,31665,1,Africa,Kenya,Dealership
23/06/2023,2023,Mercedes AMG E63 S,74802,2,North America,Mexico,Dealership
24/06/2023,2023,Mercedes CLA Coupe,35091,5,Asia,Japan,Dealership
,,,,,,,
25/06/2023,2023, Mercedes GLB,96981,1,Africa,Egypt,Dealership
25/06/2023,2023,Mercedes-Benz Kamloops,61601,1,South America,Argentina,Online
26/06/2023,2023,Mercedes GLE,85505,5,North America,United States,Online
26/06/2023,2023,Mercedes EQA,85155,1,Africa,South Africa,Online
26/06/2023,2023,Mercedes GLA,100921,2,South America,Chile,Online
26/06/2023,2023,Mercedes GLC Coupe,45050,3,Asia,South Korea,Wholesale
28/06/2023,2023,Mercedes GLS,47718,3,Asia,India,Online
28/06/2023,2023,Mercedes-Benz Kamloops,119523,2,Europe,Italy,Wholesale
28/06/2023,2023,Mercedes GLE,69587,1,Asia,Japan,Online
29/06/2023,2023,Mercedes S-Class,109397,2,Asia,China,Online
29/06/2023,2023,Mercedes EQE SUV,117389,5,North America,Canada,Dealership
30/06/2023,2023,Mercedes GLA,102660,2,Asia,China,Dealership
1/7/2023,2023,Mercedes A-Class Sedan,82703,3,South America,Argentina,Wholesale
,,,,,,,
2/7/2023,2023,Mercedes CLS Coupe,35678,4,Africa,Morocco,Wholesale
2/7/2023,2023,Mercedes-Benz Kamloops,109756,5,North America,United States,Dealership
3/7/2023,2023,Mercedes GLA,96025,1,North America,Mexico,Wholesale
4/7/2023,2023,Mercedes A-Class Sedan,119825,2,South America,Peru,Online
,,,,,,,
4/7/2023,2023,Mercedes CLE Coupe,59230,5,Africa,Egypt,Online
,,,,,,,
4/7/2023,2023,Mercedes AMG SL 63,105866,3,Asia,Japan,Dealership
5/7/2023,2023, Mercedes GLB,32221,1,Asia,South Korea,Online
5/7/2023,2023,Mercedes S-Class,44862,2,North America,Mexico,Wholesale
6/7/2023,2023,Mercedes GLE Coupe,36780,2,Africa,Nigeria,Wholesale
6/7/2023,2023, Mercedes GLB,50100,1,North America,Mexico,Online
7/7/2023,2023,Mercedes GLS,114170,4,Africa,Nigeria,Dealership
7/7/2023,2023,Mercedes EDQ Sedan,49650,4,South America,Peru,Dealership
7/7/2023,2023,Mercedes CLS Coupe,33399,5,North America,United States,Dealership
7/7/2023,2023,Mercedes AMG GT 4-Door Coupe,77201,2,Asia,South Korea,Wholesale
8/7/2023,2023,Mercedes A-Class Sedan,48290,5,North America,United States,Online
,,,,,,,
9/7/2023,2023,Mercedes EQE SUV,97117,1,South America,Argentina,Wholesale
9/7/2023,2023, Mercedes AMG C63 Coupe,84462,5,North America,Mexico,Wholesale
10/7/2023,2023,Mercedes EQE SUV,117193,2,South America,Chile,Dealership
10/7/2023,2023, Mercedes EQB,78634,4,Asia,South Korea,Wholesale
11/7/2023,2023,Mercedes S-Class,91720,4,Africa,South Africa,Online
11/7/2023,2023,Mercedes GLC,109215,1,Asia,Japan,Wholesale
11/7/2023,2023,Mercedes GLS,51694,3,North America,United States,Online
11/7/2023,2023,Mercedes CLE Coupe,106502,5,Europe,Italy,Dealership
,,,,,,,
11/7/2023,2023,Mercedes CLE Coupe,62976,1,Asia,Japan,Wholesale
,,,,,,,
12/7/2023,2023,Mercedes CLA Coupe,107903,4,Asia,Japan,Dealership
,,,,,,,
12/7/2023,2023,Mercedes EQA,35725,2,Europe,United Kingdom,Online
12/7/2023,2023,Mercedes GLA,34793,2,North America,United States,Wholesale
13/07/2023,2023,Mercedes AMG CLA 45,111229,3,South America,Argentina,Wholesale
13/07/2023,2023,Mercedes AMG SL 63,77351,3,Africa,South Africa,Online
13/07/2023,2023,Mercedes CLE Coupe,70499,4,South America,Brazil,Online
,,,,,,,
13/07/2023,2023,Mercedes AMG SL 63,109951,3,Asia,Japan,Wholesale
14/07/2023,2023,Mercedes A-Class Sedan,59080,3,Africa,Morocco,Online
,,,,,,,
14/07/2023,2023,Mercedes C-Class Coupe,117533,2,Europe,United Kingdom,Wholesale
,,,,,,,
14/07/2023,2023,Mercedes CLE Coupe,97278,5,Africa,Morocco,Online
,,,,,,,
15/07/2023,2023,Mercedes AMG CLA 45,33216,2,Asia,South Korea,Online
15/07/2023,2023,Mercedes-Benz Kamloops,77440,2,Asia,India,Online
16/07/2023,2023,Mercedes A-Class Sedan,61408,4,South America,Colombia,Wholesale
,,,,,,,
16/07/2023,2023,Mercedes A-Class Sedan,75321,4,North America,United States,Dealership
,,,,,,,
17/07/2023,2023,Mercedes GLE,63161,5,Africa,Egypt,Online
17/07/2023,2023,Mercedes GLC Coupe,75952,1,Asia,India,Wholesale
18/07/2023,2023,Mercedes GLE,67924,3,Asia,India,Online
18/07/2023,2023,Mercedes EQE SUV,32871,3,Europe,Spain,Dealership
18/07/2023,2023,Mercedes GLE Coupe,35044,2,Europe,Italy,Online
19/07/2023,2023,Mercedes GLA,93229,2,South America,Brazil,Online
19/07/2023,2023,Mercedes GLE,88458,5,South America,Brazil,Wholesale
19/07/2023,2023,Mercedes E-Class,66139,3,Europe,Spain,Wholesale
19/07/2023,2023,Mercedes S-Class,32422,2,North America,Canada,Dealership
20/07/2023,2023,Mercedes AMG GT 4-Door Coupe,38629,2,Asia,Thailand,Wholesale
21/07/2023,2023,Mercedes AMG GT 4-Door Coupe,32482,4,South America,Colombia,Wholesale
22/07/2023,2023,Mercedes-Benz Kamloops,96105,1,Asia,Thailand,Wholesale
22/07/2023,2023,Mercedes A-Class Sedan,36066,5,Europe,France,Online
,,,,,,,
22/07/2023,2023,Mercedes EQE SUV,87163,1,Asia,China,Online
22/07/2023,2023,Mercedes AMG CLA 45,112966,1,Asia,India,Online
22/07/2023,2023,Mercedes GLC Coupe,42785,5,Europe,United Kingdom,Wholesale
23/07/2023,2023,Mercedes S-Class,97967,3,South America,Chile,Dealership
23/07/2023,2023, Mercedes AMG C63 Coupe,54732,2,Europe,Germany,Wholesale
23/07/2023,2023,Mercedes GLE,94669,5,South America,Argentina,Dealership
24/07/2023,2023,Mercedes A-Class Sedan,97557,2,South America,Colombia,Dealership
,,,,,,,
24/07/2023,2023,Mercedes CLS Coupe,87822,4,Africa,Nigeria,Online
25/07/2023,2023,Mercedes AMG E63 S,99969,1,Asia,Thailand,Dealership
25/07/2023,2023,Mercedes EQE SUV,107988,4,Asia,China,Online
26/07/2023,2023,Mercedes CLE Coupe,94136,1,South America,Peru,Dealership
,,,,,,,
26/07/2023,2023, Mercedes EQB,63655,3,North America,Mexico,Wholesale
26/07/2023,2023,Mercedes GLA,106400,5,Europe,Italy,Dealership
26/07/2023,2023, Mercedes AMG C63 Coupe,79094,3,North America,United States,Wholesale
27/07/2023,2023,Mercedes A-Class Sedan,86786,1,Europe,Italy,Dealership
,,,,,,,
